id,code,AggIndex,SMILES,color_in_powder,molecular_weight,absorption,emission_sol,emission_solid,emission_aggr,emission_crys,qy_sol,qy_solid,qy_aggr,qy_crys,tau_sol,tau_solid,tau_aggr,tau_crys,features_id,mechanism_id,photostability,solubility_carbohyd,solubility_dmsodmf,solubility_enol,solubility_halogen,solubility_mecnacetone,solubility_thfea,solubility_toluene,solubility_water,molar_aggr,molar_crys,molar_sol,molar_solid,thermostability,application1,application2,application3,application4,pka,comment,tested_solvent
216,NAP-Br,216,CN(C)c1cc2ccc(/C=C(C#N)/c3ccc(Br)cc3)c(OC)c2cc1,yellow,406.07,409,525,597,554,NULL,NULL,0.126,NULL,NULL,NULL,1.4,NULL,NULL,AIE,ICT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
217,NAP-CF3,217,CN(C)c1cc2ccc(/C=C(C#N)/c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c(OC)c2cc1,red,464.13,425,560,555,592,NULL,NULL,0.292,NULL,NULL,NULL,1.6,NULL,NULL,AIE,ICT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
218,NAP-Py,218,CN(C)c1cc2ccc(/C=C(C#N)/c3ccc(c4ccncc4)cc3)c(OC)c2cc1,red,405.18,413,541,619,578,NULL,NULL,0.217,NULL,NULL,NULL,1.5,NULL,NULL,AIE,ICT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
219,NAP-Py+,219,CN(C)c1cc2ccc(/C=C(C#N)/c3ccc(c4cc[n+](C)cc4)cc3)c(OC)c2cc1,red,565.17,455,540,676,656,NULL,NULL,0.048,NULL,NULL,NULL,0.8,NULL,NULL,AIE,ICT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
220,CS-Py+SO3-,220,CCN(CC)c1c(OCCCCCCCC)cc(/C=C(C#N)/c2ccc(c3cc[n+](CCCS(=O)([O-])=O)cc3)cc2)cc1,red,603.8,478,658,679,672,NULL,NULL,0.128,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
221,CS-Py+,221,CCN(CC)c1c(OCCCCCCCC)cc(/C=C(C#N)/c2ccc(c3cc[n+](C)cc3)cc2)cc1,red,458,477,660,685,666,NULL,NULL,0.137,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
222,"Tpy, TPPy, TTPy, MeOTTPy, TPE-TTPy",222,C[n+]1ccc(\C=C\c2ccc(cc2)N(c2ccccc2)c2ccccc2)cc1,black,580.15,458,602,618,NULL,NULL,NULL,0.0388,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
223,TI  TSI  TSSI,223,N#C/C(C#N)=C1c2ccccc2C(/C/1=C/c3ccc(N(c4ccccc4)c5ccccc5)cc3)=C(C#N)/C#N,red,579.15,620,827,827,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
224,ABCXF,224,CN(C)c1ccc(/C=C/C=C(C#N)/c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,red,410.1218,488,NULL,646,584,NULL,NULL,NULL,0.159,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
225,TVQE,225,O=C(C)Oc1ccc(C[n+]2ccc(/C=C/c3ccc(N(c4ccccc4)c5ccccc5)cc3)c6ccccc62)cc1,yellow,627.582,500,488,739,NULL,NULL,NULL,NULL,0.013,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
226,IVP-02,226,CC[n+]1ccc(/C=C/c2c3ccccc3[nH]c2)cc1,yellow,394.301,440,488,575,NULL,NULL,NULL,NULL,0.043,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
227,IVP-22,227,CC[n+]1ccc(/C=C/c2c3ccccc3n(CC)c2)cc1,yellow,422.355,440,488,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
228,IVP-42,228,CC[n+]1ccc(/C=C/c2c3ccccc3n(CCCC)c2)cc1,yellow,450.409,440,488,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
229,IVP-04,229,CCCC[n+]1ccc(/C=C/c2c3ccccc3[nH]c2)cc1,yellow,422.355,440,488,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
230,IVP-06,230,CCCCCC[n+]1ccc(/C=C/c2c3ccccc3[nH]c2)cc1,yellow,450.409,440,488,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
231,IVP-62,231,CC[n+]1ccc(/C=C/c2c3ccccc3n(CCCCCC)c2)cc1,blue,478.463,440,488,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
232,TQ-BPN,232,c12nc(c3ccccc3)c(c4ccccc4)nc1c(c5ccc(N(c6cccc7ccccc67)c8ccccc8)cc5)c9nsnc9c2c%10ccc(N(c%11ccccc%11)c%12c%13ccccc%13ccc%12)cc%10,green,927,630,630,810,NULL,NULL,NULL,NULL,0.14,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
233,BPN-BBT,233,c1ccc(cc1)N(c1ccc(cc1)-c1c2N=S=Nc2c(c2N=S=Nc12)-c1ccc(cc1)N(c1ccccc1)c1cccc2ccccc12)c1cccc2ccccc12,green,781,710,710,950,NULL,NULL,NULL,NULL,0.06,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
234,DTE-TPECM,234,FC(C(F)(F)C1(F)F)(F)C(c2cc(c3ccc(/C(c4ccccc4)=C(c5ccc(/C(C)=C(C#N)/C#N)cc5)\c6ccccc6)cc3)sc2C)=C1c7c(C)sc(c8ccc(/C(c9ccccc9)=C(c%10ccc(/C(C)=C(C#N)/C#N)cc%10)\c%11ccccc%11)cc8)c7,green,1209,645,645,540,NULL,NULL,NULL,NULL,0.24,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
235,OTPA-TQ1,235,CCCCCCCCOc1ccc(N(c2ccc(c3c4c(nc(c5ccccc5)c(c6ccccc6)n4)c(c7ccc(N(c8ccc(OCCCCCCCC)cc8)c9ccc(OCCCCCCCC)cc9)cc7)c%10nsnc3%10)cc2)c%11ccc(OCCCCCCCC)cc%11)cc1,green,1340,664,664,894,NULL,NULL,NULL,NULL,0.025,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
236,OTPA-TQ2,236,C#Cc1ccc(c2nc3c(c4ccc(N(c5ccc(OCCCCCCCC)cc5)c6ccc(OCCCCCCCC)cc6)cc4)c7nsnc7c(c8ccc(N(c9ccc(OCCCCCCCC)cc9)c%10ccc(OCCCCCCCC)cc%10)cc8)c3nc2c%11ccc(C#C)cc%11)cc1,green,1388,681,681,911,NULL,NULL,NULL,NULL,0.018,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
237,OTPA-TQ3,237,CCCCCCCCOc1ccc(N(c2ccc(c3c4c(nc(c5ccc(C#Cc6ccccc6)cc5)c(c7ccc(C#Cc8ccccc8)cc7)n4)c(c9ccc(N(c%10ccc(OCCCCCCCC)cc%10)c%11ccc(OCCCCCCCC)cc%11)cc9)c%12nsnc3%12)cc2)c%13ccc(OCCCCCCCC)cc%13)cc1,red,1540,683,683,910,NULL,NULL,NULL,NULL,0.027,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
238,PTZ-BT-TPA,238,CCCCCCCCN1c2ccc(c3c4nsnc4c(c5ccc(N(c6ccccc6)c7ccccc7)cc5)cc3)cc2Sc8cc(c9ccc(c%10ccc(N(c%11ccccc%11)c%12ccccc%12)cc%10)c%13nsnc%139)ccc18,purple,1066,500,500,655,NULL,NULL,NULL,NULL,0.396,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
239,MTPE-TP1,239,COc1ccc(/C(c2ccc(OC)cc2)=C(c3ccccc3)/c4ccc(c5sc(c6ccc(/C(c7ccccc7)=C(c8ccc(OC)cc8)/c9ccc(OC)cc9)cc6)c%10nccnc%105)cc4)cc1,purple,917,526,526,660,NULL,NULL,NULL,NULL,0.096,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
240,MTPE-TP2,240,COc1ccc(/C(c2ccc(OC)cc2)=C(c3ccccc3)/c4ccc(c5sc(c6ccc(/C(c7ccccc7)=C(c8ccc(OC)cc8)/c9ccc(OC)cc9)cc6)c%10nc(c%11ccccc%11)c(c%12ccccc%12)nc%105)cc4)cc1,purple,1069,549,549,678,NULL,NULL,NULL,NULL,0.121,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
241,MTPE-TP3,241,COc1ccc(/C(c2ccc(OC)cc2)=C(c3ccccc3)/c4ccc(c5sc(c6ccc(/C(c7ccccc7)=C(c8ccc(OC)cc8)/c9ccc(OC)cc9)cc6)c%10nc(c%11ccc(/C(c%12ccccc%12)=C(c%13ccccc%13)/c%14ccccc%14)cc%11)c(c%15ccc(/C(c%16ccccc%16)=C(c%17ccccc%17)\c%18ccccc%18)cc%15)nc%105)cc4)cc1,yellow,1578,555,555,685,NULL,NULL,NULL,NULL,0.207,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
242,4TPA-BQ,242,Cc1c[n+]2c(c3ccc(N(c4ccccc4)c5ccccc5)cc3)c(c6ccc(N(c7ccccc7)c8ccccc8)cc6)c9cc(N(c%10ccccc%10)c%11ccccc%11)ccc9c2c(c%12ccc(N(c%13ccccc%13)c%14ccccc%14)cc%12)c1,NULL,1235.4491,430,NULL,570,NULL,NULL,0.003,5.61,0.067,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
243,,243,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc(c2c3N=S=Nc3c(c4sc(c5ccc(N(c6ccccc6)c7ccccc7)cc5)c(CC(CCCCCCCCCC)CCCCCCCCCCCC)c4)c8N=S=Nc82)sc1c9ccc(N(c%10ccccc%10)c%11ccccc%11)cc9,NULL,1518,808,822,1100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
244,,244,CCCCCCC1=C(SC(=C1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1c2N=S=Nc2c(C2=C(CCCCCC)C=C(S2)c2ccc(cc2)N(c2ccccc2)c2ccccc2)c2N=S=Nc12,NULL,1012,808,700,1014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
245,,245,CCCCC(CC)CC1=C(SC(=C1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1c2N=S=Nc2c(C2=C(CC(CC)CCCC)C=C(S2)c2ccc(cc2)N(c2ccccc2)c2ccccc2)c2N=S=Nc12,NULL,1069,793,700,1010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
246,,246,CCCCCCCCCCCc1c(sc2cc(sc12)-c1ccc(cc1)N(c1ccccc1)c1ccccc1)-c1c2N=S=Nc2c(c2N=S=Nc12)-c1sc2cc(sc2c1CCCCCCCCCCC)-c1ccc(cc1)N(c1ccccc1)c1ccccc1,NULL,1264.4,808,752,1000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
247,,247,CCCCCCCCCCCc1c(sc2c1sc1cc(sc21)-c1ccc(cc1)N(c1ccccc1)c1ccccc1)-c1c2N=S=Nc2c(c2N=S=Nc12)-c1sc2c(sc3cc(sc23)-c2ccc(cc2)N(c2ccccc2)c2ccccc2)c1CCCCCCCCCCC,NULL,1376,808,784,1050,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
248,,248,CCCCCCc1cc(sc1-c1ccc(cc1)N(c1ccccc1)c1ccccc1)-c1c2N=S=Nc2c(-c2cc(CCCCCC)c(s2)-c2ccc(cc2)N(c2ccccc2)c2ccccc2)c2N=S=Nc12,green,1012,808,777,1040,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
249,APA,249,c12c(CN(Cc3ccccn3)Cc4ncccc4)c5ccccc5cc1cccc2,orange,NULL,390,NULL,461,NULL,492,NULL,NULL,0.006,NULL,NULL,NULL,NULL,NULL,AIE,neutral aromatic,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
250,ASQ,250,CN(C)c1ccc(/C=C/c2nc3ccccc3[nH]c2=O)cc1,green,643,450,NULL,577,560,NULL,NULL,NULL,0.017,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
251,TSSAM,251,C[n+]1c2ccccc2c(/C=C/c3sc(c4sc(c5ccc(N(c6ccccc6)c7ccccc7)cc5)cc4)cc3)c8ccccc81.FC(F)(S(=O)([O-])=O)F,blue,641,640,884,950,NULL,NULL,NULL,NULL,0.005,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
252,TSAM,252,C[n+]1c2ccccc2c(/C=C/c3sc(c4ccc(N(c5ccccc5)c6ccccc6)cc4)cc3)c7ccccc71.FC(F)(S(=O)([O-])=O)F,purple,637,640,860,847,NULL,NULL,NULL,NULL,0.006,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253,TAM,253,C[n+]1c2ccccc2c(/C=C/c3ccc(N(c4ccccc4)c5ccccc5)cc3)c6ccccc61.FC(F)(S(=O)([O-])=O)F,red,485,640,850,818,NULL,NULL,NULL,NULL,0.009,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
254,TFPy,254,C[n+]1ccc(/C=C/c2oc(c3ccc(N(c4ccccc4)c5ccccc5)cc3)cc2)cc1,red,492,490,672,660,NULL,NULL,NULL,NULL,0.1,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
255,TFVP,255,C[N+](C)(C)CCC[n+]1ccc(/C=C/c2oc(c3ccc(N(c4ccccc4)c5ccccc5)cc3)cc2)cc1.[Br-].[Br-],red,490,490,690,672,NULL,NULL,NULL,NULL,0.05,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
256,TPE-TFPy,256,C[n+]1ccc(/C=C/c2oc(c3ccc(N(c4ccc(/C(c5ccccc5)=C(c6ccccc6)/c7ccccc7)cc4)c8ccccc8)cc3)cc2)cc1,white,348,490,683,664,NULL,NULL,NULL,NULL,0.042,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
257,TTV,257,c1(c2sccc2)ccc(N(c3ccccc3)c4ccccc4)cc1,yellow,383,348,417,402,NULL,NULL,NULL,1.41,0.27,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
258,TTB,258,c1(c2sc(c3ccc(/C(c4ccccc4)=C(c5ccccc5)\c6ccccc6)cc3)cc2)ccc(N(c7ccccc7)c8ccccc8)cc1,yellow,398,383,489,482,NULL,NULL,NULL,1.31,0.41,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
259,TTG,259,O=Cc1sc(c2ccc(N(c3ccccc3)c4ccccc4)cc2)cc1,yellow,410,398,539,531,NULL,NULL,NULL,3.69,0.26,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
260,TTY,260,O=Cc1sc(c2ccc(N(c3ccc(OC)cc3)c4ccc(OC)cc4)cc2)cc1,orange,438,410,583,580,NULL,NULL,NULL,1.22,0.1,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
261,TTO,261,O=Cc1ccc(c2sc(c3ccc(N(c4ccc(OC)cc4)c5ccc(OC)cc5)cc3)cc2)s1,red,443,438,603,612,NULL,NULL,NULL,1.37,0.0757,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
262,TTR,262,O=Cc1sc(c2ccc(c3sc(c4ccc(N(c5ccc(OC)cc5)c6ccc(OC)cc6)cc4)cc3)s2)cc1,red,484,443,659,649,NULL,NULL,NULL,0.64,0.0612,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
263,TTDR,263,N#C/C(C#N)=C/c1sc(c2ccc(N(c3ccccc3)c4ccccc4)cc2)cc1,red,512,484,684,667,NULL,NULL,NULL,2.42,0.183,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
264,TTNIR,264,COc1ccc(N(c2ccc(OC)cc2)c3ccc(c4sc(c5ccc(/C=C(C#N)/C#N)s5)cc4)cc3)cc1,red,470,512,706,724,NULL,NULL,NULL,0.85,0.031,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
265,PN-BTZ-Cz,265,c12c(c(N(c3ccccc3)c4cccc5ccccc45)ccc2n6c7ccccc7c8ccccc68)nsn1,red,466,470,616,NULL,NULL,NULL,NULL,NULL,0.424,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
266,DP-BTZ-Cz,266,c12c(c(N(c3ccccc3)c4ccccc4)ccc2n5c6ccccc6c7ccccc57)nsn1,NULL,NULL,466,624,NULL,NULL,NULL,NULL,NULL,0.383,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
267,,267,Cc1cc(C)cc(C)c1B(c2c(C)cc(C)cc2C)c3ccc(N(c4ccccc4)c5ccc(N(c6ccccc6)c7ccccc7)cc5)cc3,NULL,NULL,NULL,NULL,376,365,NULL,NULL,NULL,NULL,NULL,NULL,580,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
268,,268,Fc1c([Au]C#[N]c2ccc(Oc3ccc4ccccc4c3c5c(Oc6ccc([N]#C[Au]c7c(F)c(F)c(F)c(F)c7F)cc6)ccc8ccccc85)cc2)c(F)c(F)c(F)c1F,white,337,NULL,NULL,NULL,335,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
269,AMP-2HBT,269,CC(=O)COC1=CC(O)=C(C=C1)C1=NC2=C(S1)C=CC=C2,yellow,351,337,489,482,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ESIPT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
270,SA-4CO2Na,270,Oc1c(/C=N/N=C/c2c(O)ccc(CN(CC(O[Na])=O)CC(O[Na])=O)c2)cc(CN(CC(O[Na])=O)CC(O[Na])=O)cc1,white,362,351,539,541,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ESIPT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
271,4a                          4b,271,Oc1ccc(OC)cc1c2sc3ccccc3n2,red,491,362,570,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ESIPT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
272,IND,272,O=C(c1ccccc1C/2=O)C2=C/c3ccc(N(CCCC)CCCC)cc3,green,364,491,637,639,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
