id,code,AggIndex,SMILES,reference,molecular_weight,emission_solid,emission_aggr,features_id,mechanism_id,doi
1797,DCP-PTPA,,N#CC1=NC(N=C(C2=CC=C(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)C=C2)C(C6=CC=C(C7=CC=C(N(C8=CC=CC=C8)C9=CC=CC=C9)C=C7)C=C6)=N%10)=C%10N=C1C#N,"ACSNano2020,14,4265?4275",821,,900,AIE,other,10.1021/acsnano.9b09625
1798,2TPEVDPP,,CCCCn%10c(/C=C/c4ccc(/C(=C(c1ccc(N(C)C)cc1)/c2ccc(N(C)C)cc2)c3ccccc3)cc4)c9c(=O)n(CCCC)c(/C=C/c8ccc(/C(=C(c5ccc(N(C)C)cc5)/c6ccc(N(C)C)cc6)c7ccccc7)cc8)c9c%10=O,"ACSNano2022,16,4162?4174",1132.633,,815,AIE,other,10.1021/acsnano.1c10019
1801,2TPAVDPP,,C1=CC=CC=C1N(C2=CC=CC=C2)C8=CC=C(/C=C/C7=C6C(=C(/C=C/C5=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C5)N(CCCC)C6=O)C(=O)N7CCCC)C=C8,"ACSNano2022,16,4162?4174",787,,710,AIE,ESIPT,10.1021/acsnano.1c10019
1802,TPATPEVDPP,,CCCCn9c(/C=C/c4ccc(/C(=C(c1ccccc1)/c2ccc(N(C)C)cc2)c3ccc(N(C)C)cc3)cc4)c8c(=O)n(CCCC)c(/C=C/c7ccc(N(c5ccccc5)c6ccccc6)cc7)c8c9=O,"ACSNano2022,16,4162?4174",959.531,,730,AIE,other,10.1021/acsnano.1c10019
1803,AuIB-C5,,FC1=C(F)C(F)=C(F)C([Au]C#[N]C2=C(OCCCCC)C=C([N]#C[Au]C3=C(F)C(F)=C(F)C(F)=C3F)C(OCCCCC)=C2)=C1F,"J.Mater.Chem.C,2020,8,894-899",1025.45,540,495,AIE,ICT,10.1039/c9tc06297a
1804,AuIB-C6,,FC1=C(F)C(F)=C(F)C([Au]C#[N]C2=C(OCCCCCC)C=C([N]#C[Au]C3=C(F)C(F)=C(F)C(F)=C3F)C(OCCCCCC)=C2)=C1F,"J.Mater.Chem.C,2020,8,894-899",1056.51,540,495,AIE,ICT,10.1039/c9tc06297a
1806,AuIB-C7,,FC1=C(F)C(F)=C(F)C([Au]C#[N]C2=C(OCCCCCCC)C=C([N]#C[Au]C3=C(F)C(F)=C(F)C(F)=C3F)C(OCCCCCCC)=C2)=C1F,"J.Mater.Chem.C,2020,8,894-899",1084.56,540,495,AIE,ICT,10.1039/c9tc06297a
1808,AuIB-C8,,FC1=C(F)C(F)=C(F)C([Au]C#[N]C2=C(OCCCCCCCC)C=C([N]#C[Au]C3=C(F)C(F)=C(F)C(F)=C3F)C(OCCCCCCCC)=C2)=C1F,"J.Mater.Chem.C,2020,8,894-899",1112.609,540,495,AIE,ICT,10.1039/c9tc06297a
1810,AuIB-C9,,FC1=C(F)C(F)=C(F)C([Au]C#[N]C2=C(OCCCCCCCCC)C=C([N]#C[Au]C3=C(F)C(F)=C(F)C(F)=C3F)C(OCCCCCCCCC)=C2)=C1F,"J.Mater.Chem.C,2020,8,894-899",1140.67,540,495,AIE,ICT,10.1039/c9tc06297a
1812,AuIB-C10,,FC1=C(F)C(F)=C(F)C([Au]C#[N]C2=C(OCCCCCCCCCC)C=C([N]#C[Au]C3=C(F)C(F)=C(F)C(F)=C3F)C(OCCCCCCCCCC)=C2)=C1F,"J.Mater.Chem.C,2020,8,894-899",1168.72,540,495,AIE,ICT,10.1039/c9tc06297a
1814,5CzBN-SPhCz,,N#CC1=[C@@]([C@]([N@]2C3=C(C4=C2C=CC=C4)C=CC=C3)=[C@@]([C@@]([N@@]5C6=C(C7=C5C=CC=C7)C(OCCCCCCOC8=CC=C(C=C8)N9C%10=C(C%11=C9C=CC=C%11)C=CC=C%10)=CC=C6)=[C@]1[N@]%12C%13=C(C%14=C%12C=CC=C%14)C=CC=C%13)[N@@]%15C%16=C(C%17=C%15C=CC=C%17)C=CC=C%16)[N@@]%18C%19=C(C%20=C%18C=CC=C%20)C=CC=C%19,"Aggregate?2022,?3,e164",1286.55,503,471,AIE,other,10.1002/agt2.164
1816,5CzBN-DPhCz,,N#CC1=[C@@]([N@@]2C(C=CC=C3)=C3C4=C2C=CC=C4)[C@@]([N@@]5C(C=CC=C6OCCCCCCOC7=CC=C(N8C(C=CC=C9)=C9C%10=C8C=CC=C%10)C=C7)=C6C%11=C5C=CC=C%11)=C(N%12C%13=C(C=CC=C%13)C%14=C%12C=CC=C%14)[C@@]([N@@]%15C%16=C(C(OCCCCCCOC%17=CC=C(N%18C(C=CC=C%19)=C%19C%20=C%18C=CC=C%20)C=C%17)=CC=C%16)C%21=C%15C=CC=C%21)=[C@@]1[N@@]%22C%23=C(C=CC=C%23)C%24=C%22C=CC=C%24,"Aggregate?2022,?3,e164",1644.01,503,474,AIE,other,10.1002/agt2.164
1817,5CzBN-TPhCz,,N#CC1=[C@@]([N@@]2C(C=CC=C3OCCCCCCOC4=CC=C(N5C(C=CC=C6)=C6C7=C5C=CC=C7)C=C4)=C3C8=C2C=CC=C8)[C@@]([N@@]9C(C=CC=C%10)=C%10C%11=C9C=CC=C%11)=C(N%12C%13=C(C(OCCCCCCOC%14=CC=C(N%15C(C=CC=C%16)=C%16C%17=C%15C=CC=C%17)C=C%14)=CC=C%13)C%18=C%12C=CC=C%18)[C@@]([N@@]%19C%20=C(C=CC=C%20)C%21=C%19C=CC=C%21)=[C@@]1[N@@]%22C%23=C(C(OCCCCCCOC%24=CC=C(N%25C(C=CC=C%26)=C%26C%27=C%25C=CC=C%27)C=C%24)=CC=C%23)C%28=C%22C=CC=C%28,"Aggregate?2022,?3,e164",2001.46,505,482,AIE,other,10.1002/agt2.164
1818,Au clusters (R)-1,,C[Au@@]12[Au]([Au@@]34C)([Au@@]([P](CCC[P](C5=CC=CC=C5)4C6=CC=CC=C6)(C7=CC=CC=C7)C8=CC=CC=C8)3C)([Au@]([P](CCCP2(C)=C)(C9=CC=CC=C9)C%10=CC=CC=C%10)1C)(C#C[C@@]%11(O)[C@]%12(C)CCC(C%12(C)C)C%11)(C#C[C@]%13(O)[C@@]%14(C)CC[C@@H](C%14(C)C)C%13)(C#C[C@]%15(O)[C@@]%16(C)CC[C@@H](C%16(C)C)C%15)(C#C[C@@]%17(O)[C@]%18(C)CCC(C%18(C)C)C%17)[Au].C%19(C%20=CC=CC=C%20)=CC=CC=C%19,"Mater.Chem.Front.,2021,5,368-374",1357.31,488.999,492,AIE,clusterluminescence,10.1039/d0qm00552e
1819,5CzBN-QPhCz,,N#CC1=[C@@]([N@@]2C(C=CC=C3OCCCCCCOC4=CC=C(N5C(C=CC=C6)=C6C7=C5C=CC=C7)C=C4)=C3C8=C2C=CC=C8)[C@@]([N@@]9C(C=CC=C%10)=C%10C%11=C9C=CC=C%11)=C(N%12C%13=C(C(OCCCCCCOC%14=CC=C(N%15C(C=CC=C%16)=C%16C%17=C%15C=CC=C%17)C=C%14)=CC=C%13)C%18=C%12C=CC=C%18)[C@@]([N@@]%19C%20=C(C(OCCCCCCOC%21=CC=C(N%22C(C=CC=C%23)=C%23C%24=C%22C=CC=C%24)C=C%21)=CC=C%20)C%25=C%19C=CC=C%25)=[C@@]1[N@@]%26C%27=C(C(OCCCCCCOC%28=CC=C(N%29C(C=CC=C%30)=C%30C%31=C%29C=CC=C%31)C=C%28)=CC=C%27)C%32=C%26C=CC=C%32,"Aggregate?2022,?3,e164",2358.91,506,485,AIE,other,10.1002/agt2.164
1820,Au clusters (S)-1,,C[Au@@]12[Au]([Au@@]34C)([Au@@]([P](CCC[P](C5=CC=CC=C5)4C6=CC=CC=C6)(C7=CC=CC=C7)C8=CC=CC=C8)3C)([Au@]([P](CCCP2(C)=C)(C9=CC=CC=C9)C%10=CC=CC=C%10)1C)(C#C[C@@]%11(O)[C@]%12(C)CCC(C%12(C)C)C%11)(C#C[C@]%13(O)[C@@]%14(C)CC[C@@H](C%14(C)C)C%13)(C#C[C@]%15(O)[C@@]%16(C)CC[C@@H](C%16(C)C)C%15)(C#C[C@@]%17(O)[C@]%18(C)CCC(C%18(C)C)C%17)[Au].C%19(C%20=CC=CC=C%20)=CC=CC=C%19,"Mater.Chem.Front.,2021,5,368-374",1357.31,488,492,AIE,clusterluminescence,10.1039/d0qm00552e
1821,5CzBN-PPhCz,,N#CC1=[C@@]([N@@]2C(C=CC=C3OCCCCCCOC4=CC=C(N5C(C=CC=C6)=C6C7=C5C=CC=C7)C=C4)=C3C8=C2C=CC=C8)[C@@]([N@@]9C(C=CC=C%10OCCCCCCOC%11=CC=C(N%12C(C=CC=C%13)=C%13C%14=C%12C=CC=C%14)C=C%11)=C%10C%15=C9C=CC=C%15)=C(N%16C%17=C(C(OCCCCCCOC%18=CC=C(N%19C(C=CC=C%20)=C%20C%21=C%19C=CC=C%21)C=C%18)=CC=C%17)C%22=C%16C=CC=C%22)[C@@]([N@@]%23C%24=C(C(OCCCCCCOC%25=CC=C(N%26C(C=CC=C%27)=C%27C%28=C%26C=CC=C%28)C=C%25)=CC=C%24)C%29=C%23C=CC=C%29)=[C@@]1[N@@]%30C%31=C(C(OCCCCCCOC%32=CC=C(N%33C(C=CC=C%34)=C%34C%35=C%33C=CC=C%35)C=C%32)=CC=C%31)C%36=C%30C=CC=C%36,"Aggregate?2022,?3,e164",2716.36,507,489,AIE,other,10.1002/agt2.164
1825,DMTPA-PDI3,,CC1(C2=C3C(C(C)(C4=CC(C#CC5=CC(C(N(C(C6=CC=C78)=O)C(CCCCCC)CCCCCC)=O)=C6C8=C5C9=C%10C7=CC=C%11C(N(C(C(C=C9)=C%10%11)=O)C(CCCCCC)CCCCCC)=O)=CC%12=C4N3C%13=C1C=C(C=C%13C%12(C)C)C#CC%14=CC%15=C%16C(C(N(C%15=O)C(CCCCCC)CCCCCC)=O)=CC=C%17C%18=CC=C%19C(N(C(C%20=C%19C%18=C(C%14=C%17%16)C=C%20)=O)C(CCCCCC)CCCCCC)=O)C)CC(C#CC%21=CC%22=C%23C(C%24=CC=C%23C(N(C%22=O)C(CCCCCC)CCCCCC)=O)=C%21C%25=C%26C%24=CC=C%27C(N(C(C(C=C%25)=C%26%27)=O)C(CCCCCC)CCCCCC)=O)=C2)C,"Adv.Sci.2017,4,1700110",2696,780,,AIE,TICT,10.1002/advs.201700110
1826,2TPEA-AQ,,O=C(C1=C2C=CC(N(C3=CC=C(C4=CC=C(/C(C5=CC=CC=C5)=C(C6=CC=CC=C6)/C7=CC=CC=C7)C=C4)C=C3)C8=CC=CC=C8)=C1)C9=CC=C(C=C9C2=O)N(C%10=CC=CC=C%10)C%11=CC=C(C%12=CC=C(/C(C%13=CC=CC=C%13)=C(C%14=CC=CC=C%14)C%15=CC=CC=C%15)C=C%12)C=C%11,"Adv.Sci.2022,9,2104997",1203.48,630,632,AIE,ESIPT,10.1002/advs.202104997
1827,TPE-BEP,,COCCOCCOCCOCCOC(C=C1)=CC=C1/C(C2=CC=C(OCCOCCOCCOCCOC)C=C2)=C(C3=CC=C(/C=C/C4=CC=NC=C4)C=C3)C5=CC=C(/C=C/C6=CC=NC=C6)C=C5,"Biomater.Sci.,2021,9,4301-4307",951.478,,510,AIE,ICT,10.1039/d1bm00044f
1828, MeOTTVP,,C[N+](C)(C)CCC[N+](C=C1)=CC=C1/C=C/C(S2)=CC=C2C(C=C3)=CC=C3N(C4=CC=C(OC)C=C4)C5=CC=C(OC)C=C5.[Br-].[Br-],"Adv.Funct.Mater.?2022,?32,2200503.",749.13,,670,AIE,other,10.1002/adfm.202200503
1835,TBFCN,,FC1=C(C#N)C2=NSN=C2C(C(C=C3)=CC=C3N(C4=CC=CC=C4)C5=CC=CC=C5)=C1,"Sci.ChinaChem,2022,65,135-144",422,670,695,AIE,TICT,10.1007/s11426-021-1083-4
1836,TB2FCN,,FC1=C(C#N)C2=NSN=C2C(C(C=C3)=CC=C3N(C4=CC=CC=C4)C5=CC=CC=C5)=C1F,"Sci.ChinaChem,2022,65,135-144",440,650,666,AIE,TICT,10.1007/s11426-021-1083-4
1837,PVA-TPE,,OC(C)CC1CC(C)OC(C2=CC=CC(/C(C3=CC=CC=C3)=C(C4=CC=CC=C4)/C5=CC=CC=C5)=C2)O1,"Peng,J.,Tomsia,A.P.,Jiang,L.,Tang,B.Z.&Cheng,Q.Stiffandtoughpdms-mmtlayerednanocompositesvisualizedbyaieluminogens.NatureCommunications12,1-9(2021).",,,,AIE,other,10.1038/s41467-021-24835-w
1838,TPABSM,,FC(C(S/C(S1)=C(C#N)/C#N)=C1C2=NSN=C32)=C3C(C=C4)=CC=C4N(C5=CC=CC=C5)C6=CC=CC=C6,"ACSMaterialsLett.2022,4,159?164",535,670,670,AIE,TICT,10.1021/acsmaterialslett.1c00570
1844,c6-TPBQ,,Cc1cn2[c-](c3c(C4=c(cccc5)c5=c6ccccc6=C42)cccc3)c(c7ccccc7)c1.FB(F)F.[F-],"Chem.Sci.,2021,12,709-717",421.1779,,,AIE,other,10.1039/d0sc04725b
1845,TPE-Ph-B,,COC1=CC=C(/C(C2=CC=C(OC)C=C2)=C(C3=CC=CC=C3)/C4=CC=C(C5=CC=C(/C=C6C(N(C)C(N(C)C/6=O)=O)=O)C=C5)C=C4)C=C1,"Chem.AsianJ.2019,14,871-876",634.247,,625,AIE,TICT,10.1002/asia.201801660.
1846,TPEPyE,,C5(/C(=C(C1=CC=CC=C1)/C3=CC=C(C2=CC=[N+](CC)C=C2)C=C3)C4=CC=CC=C4)=CC=CC=C5.[I-],"Biosens.Bioelectron.,2016,85,62-67",565.13,,,AIE,other,10.1016/j.bios.2016.04.071
1847,1@CB[7],,c%12ccc(C[n+]%11ccc(c%10ccc(/C(=C(c3ccc(c2cc[n+](Cc1ccccc1)cc2)cc3)/c6ccc(c5cc[n+](Cc4ccccc4)cc5)cc6)c9ccc(c8cc[n+](Cc7ccccc7)cc8)cc9)cc%10)cc%11)cc%12.[Br-].[Br-].[Br-].[Br-],"Sens.ActuatorsB:Chem.,2018,261,602-607.",1324.2,,537,AIE,other,10.1016/j.snb.2018.01.197.
1850,TPI-C,,CCCCCCCCn3c(c1ccc(OC(=O)NCC)cc1)nc(c2ccccc2)c3c4ccccc4,"Mater.Horiz.,2019,6,2032-2039.",495.667,,,AIE,other,10.1039/c9mh00798a
1852,PASPy,,CN(C)c3ccc(/N=C/c2ccc(c1cccnc1)cc2O)cc3,"MicrochemicalJournal2020,153,104503",317,,,AIE,ESIPT,10.1016/j.microc.2019.104503
1853,PASPy-al,,C=CC[n+]3cccc(c2ccc(/C=N/c1ccc(N(C)C)cc1)c(O)c2)c3.[Br-],"MicrochemicalJournal2020,153,104503",358,,,AIE,ESIPT,10.1016/j.microc.2019.104503
1854, TPECNP,,COc6ccc(/C(=C(c1ccccc1)c4ccc(C(=O)c3cc[n+](Cc2ccc(B(O)O)cc2)cc3)cc4)c5ccc(OC)cc5)cc6.[Br-],"Adv.OpticalMater.2020,8,2001119",632,,625,AIE,ESIPT,10.1002/adom.202001119
1855,TPPTPE,,C%12(/C(=C(C3=CC=C(C2=CC=[N+](CC1=CC=CC=C1)C=C2)C=C3)/C6=CC=C(C5=CC=[N+](CC4=CC=CC=C4)C=C5)C=C6)C9=CC=C(C8=CC=[N+](CC7=CC=CC=C7)C=C8)C=C9)=CC=C(C%11=CC=[N+](CC%10=CC=CC=C%10)C=C%11)C=C%12.[Br-].[Br-].[Br-].[Br-],"Analyst,2017,142,4388-4392",1320.16,,555,AIE,other,10.1039/C7AN01336A
1856,PDIPQ-C5,,CCCCCCC(CCCCC)n%29c(=O)c%30ccc%31c%33ccc%34c(=O)n(C(CCCC)CCCCC)c(=O)c%35ccc(c%32c(c%28ccc(c%19nc%18cc%17nc(c8ccc(c1cc4c(=O)n(C(CCCCC)CCCCCC)c(=O)c3ccc2c5ccc6c(=O)n(C(CCCCC)CCCCC)c(=O)c7ccc(c1c2c34)c5c67)cc8C)c(c%16ccc(c9cc%12c(=O)n(C(CCCCC)CCCCCC)c(=O)c%11ccc%10c%13ccc%14c(=O)n(C(CCCCC)CCCCC)c(=O)c%15ccc(c9c%10c%11%12)c%13c%14%15)cc%16)nc%17cc%18nc%19c%27ccc(c%20cc%23c(=O)n(C(CCCCC)CCCCCC)c(=O)c%22ccc%21c%24ccc%25c(=O)n(C(CCCCC)CCCCC)c(=O)c%26ccc(c%20c%21c%22%23)c%24c%25%26)cc%27)cc%28)cc(c%29=O)c%30c%31%32)c%33c%34%35,"Mater.Chem.Front.,2018,2,2104-2108.",3274.343,638,,AIE,other,10.1039/C8QM00451J.
1857,PDIPQ-C6,,CCCCCCCC(CCCCCC)n%29c(=O)c%30ccc%31c%33ccc%34c(=O)n(C(CCCCC)CCCCCC)c(=O)c%35ccc(c%32c(c%28ccc(c%19nc%18cc%17nc(c8ccc(c1cc4c(=O)n(C(CCCCCC)CCCCCCC)c(=O)c3ccc2c5ccc6c(=O)n(C(CCCCCC)CCCCCC)c(=O)c7ccc(c1c2c34)c5c67)cc8C)c(c%16ccc(c9cc%12c(=O)n(C(CCCCCC)CCCCCCC)c(=O)c%11ccc%10c%13ccc%14c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%15ccc(c9c%10c%11%12)c%13c%14%15)cc%16)nc%17cc%18nc%19c%27ccc(c%20cc%23c(=O)n(C(CCCCCC)CCCCCCC)c(=O)c%22ccc%21c%24ccc%25c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%26ccc(c%20c%21c%22%23)c%24c%25%26)cc%27)cc%28)cc(c%29=O)c%30c%31%32)c%33c%34%35,"Mater.Chem.Front.,2018,2,2104-2108.",3497.9,629,,AIE,other,10.1039/C8QM00451J.
1858,TPI-C,,CCCCCCCCn3c(c1ccc(OC(=O)NCC[Si](OCC)(OCC)OCC)cc1)nc(c2ccccc2)c3c4ccccc4,"Mater.Horiz.,2019,6,2032-2039.",599.888,,383,AIE,other,10.1039/c9mh00798a
1859,MOTIPS-TPE,,C6(/C(=C(C1=CC=CC=C1)/C4=CC=C(C3=CC=[N+](CC2=CC=C(O[Si](C(C)C)(C(C)C)C(C)C)C=C2)C=C3)C=C4)C5=CC=CC=C5)=CC=C(OC)C=C6.[Br-],"RSCAdv.,2016,6,59400-59404",781.3,,504,AIE,other,10.1039/c6ra10878d
1860,TPENNO2,,C5(/C(=C(C1=CC=CC=C1)/C3=CC=C(NS(=O)(=O)C2=CC=C(N(=O)=O)C=C2N(=O)=O)C=C3)C4=CC=CC=C4)=CC=CC=C5,"SensorsandActuatorsB:Chemical2017,252,712-716",577.61,,490,AIE,other,10.1016/j.snb.2017.06.066
1862,HCyNB,,C5(CC(OC1=CC4=C(C=C1)C=C(/C=C/C3=[N+](C)C2=CC=CC=C2C3(C)C)C=C4)=O)=CC=CC=C5.[I-],"NewJ.Chem.,2019,43,6429-6434",573.11647,,593,AIE,ICT,10.1039/c9nj00890j
1864,GlcNAc-TPE,,COc7ccc(/C(=C(c1ccccc1)c5ccc(c4cc[n+](Cc3ccc(OC2O[C@H](CO)C(O)[C@H](O)C2NC(C)=O)cc3)cc4)cc5)c6ccc(OC)cc6)cc7.[Br-],"Anal.Chem.,2019,91,12611-12614.",858.252,,635,AIE,other,10.1021/acs.analchem.9b03832
1865,BTCV-CO,,C=CCOc1cc(N(CC)CC)ccc1/C=C(C#N)/c3nc2ccccc2s3,"Anal.Chem.,2019,91,9388-9392.",389.517,,635,AIE,other,10.1021/acs.analchem.9b02691
1866,TPE-2EP+,,C[N+](C=C1)=CC=C1/C=CC(C=C2)=CC=C2/C(C3=CC=C(/C=CC4=CC=[N+](C)C=C4)C=C3)=C(C5=CC=CC=C5)C6=CC=CC=C6.[I-].[I-],"J.Am.Chem.Soc.2019,141,5612?5616",822.57,,610,AIE,TICT,10.1021/jacs.9b00636
1867,TPE-3EP+,,C[N+](C=C1)=CC=C1/C=CC(C=C2)=CC=C2/C(C3=CC=C(/C=CC4=CC=[N+](C)C=C4)C=C3)=C(C5=CC=CC=C5)C6=CC=C(/C=CC7=CC=[N](C)C=C7)C=C6.[I-].[I-].[I],"J.Am.Chem.Soc.2019,141,5612?5616",1067.64,,617,AIE,TICT,10.1021/jacs.9b00636
1868,TPE-4EP+,,C[N+](C=C1)=CC=C1/C=CC(C=C2)=CC=C2/C(C3=CC=C(/C=CC4=CC=[N+](C)C=C4)C=C3)=C(C5=CC=C(/C=CC6=CC=[N+](C)[C-]=C6)C=C5)C7=CC=C(/C=CC8=CC=[N](C)C=C8)C=C7.[I-].[I-].[I].[I],"J.Am.Chem.Soc.2019,141,5612?5616",1312.7,,610,AIE,TICT,10.1021/jacs.9b00636
1869,TPE-Gal,,C7(/C(=C(C1=CC=CC=C1)/C5=CC=C(C4=CC=[N+](CC3=CC=C(OC2C(O)C(O)C(O)C(O)O2)C=C3)C=C4)C=C5)C6=CC=C(OC)C=C6)=CC=C(OC)C=C7.[Br-],"Chem.Commun.,2017,53,4505-4508",738.86,,575,AIE,other,10.1039/c7cc00249a
1870,TPEDCPy,,CCN1C2=C(C=CC(/C=C/C3=CC=[N+](C)C=C3)=C2)C4=C1C=CC(N(C5=CC=CC=C5)C(C=C6)=CC=C6/C(C7=CC=CC=C7)=C(C8=CC=CC=C8)/C9=CC=CC=C9)=C4.[I-],"Adv.Funct.Mater.2022,32,2110526",879.73,,660,AIE,TICT,10.1002/adfm.202110526
1871,BTIC,,CCN(CC)c4ccc3cc(c2nc1ccccc1s2)c(=N)oc3c4,"Anal.Chem.,2019,91,9388-9392.",349.452,,710,AIE,other,10.1021/acs.analchem.9b02691
1872,TPEDCQu,,CCN1C2=C(C=CC(/C=C/C3=C(C=CC=C4)C4=[N+](C)C=C3)=C2)C5=C1C=CC(N(C6=CC=CC=C6)C(C=C7)=CC=C7/C(C8=CC=CC=C8)=C(C9=CC=CC=C9)/C%10=CC=CC=C%10)=C5.FP(F)(F)(F)F.[F-],"Adv.Funct.Mater.2022,32,2110526",929.99,,730,AIE,TICT,10.1002/adfm.202110526.
1873,TPEDCAc,,CCN1C2=C(C=CC(/C=C/C3=C(C=CC=C4)C4=[N+](C)C=C3)=C2)C5=C1C=CC(N(C6=CC=CC=C6)C(C=C7)=CC=C7/C(C8=CC=CC=C8)=C(C9=CC=CC=C9)/C%10=CC=CC=C%10)=C5.FC(F)([S-](=O)(=O)=O)F,"Adv.Funct.Mater.2022,32,2110",984.15,,980,AIE,TICT,10.1002/adfm.202110526.
1881,TPO-P,,O4C(C1=CC=CC=C1)=[N+](C2=CC=CC=C2)C(C3=CC=CC=C3)=C4C5=CC=CC=C5.[P-](F)(F)(F)(F)(F)F,"J.Am.Chem.Soc.2017,139,16974-16979",519.43,,420,AIE,other,10.1021/jacs.7b10150
1882,TriPO-PN,,O3C(C1=CC=CC=C1)=[N+](C2=CC=CC=C2)C=C3C4=CC=CC=C4.[P-](F)(F)(F)(F)(F)F,"J.Am.Chem.Soc.2017,139,16974-16979",443,,375,AIE,other,10.1021/jacs.7b10150
1883,2TPAVDPP,,CCCCC(Cn(c(/C=C/c1ccc(N(c2ccccc2)c3ccccc3)cc1)c4c5c(/C=C/c6ccc(N(c7ccccc7)c8ccccc8)cc6)n(CC(CCCC)CC)c4=O)c5=O)CC,"ACSNano2022,16,4162-4174",899,,686,AIE,other,10.1021/acsnano.1c10019
1884, TPECNPB,,C#C/C(C#C)=C(c4ccc(/C(=C(c1ccc(OC)cc1)/c2ccc(OC)cc2)c3ccccc3)cc4)c6cc[n+](Cc5ccc(B(O)O)cc5)cc6.[Br-],"Adv.OpticalMater.2020,8,2001119",785,,625,AIE,ESIPT,10.1002/adom.202001119
1885,TPETPyP,,C/1=CC%18=NC1=C(C6=CC=[N+](CC5=CC=C(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)C4=CC=CC=C4)C=C5)C=C6)/C7=CC=C(N7)/C(C%12=CC=[N+](CC%11=CC=C(/C(C8=CC=CC=C8)=C(C9=CC=CC=C9)C%10=CC=CC=C%10)C=C%11)C=C%12)=C/%25N=C(/C(C%17=CC=[N+](CC%16=CC=C(/C(C%13=CC=CC=C%13)=C(C%14=CC=CC=C%14)C%15=CC=CC=C%15)C=C%16)C=C%17)=C/%24N/C(=C%18/C%23=CC=[N+](CC%22=CC=C(/C(C%19=CC=CC=C%19)=C(C%20=CC=CC=C%20)C%21=CC=CC=C%21)C=C%22)C=C%23)C=C%24)C=C%25.[Br-].[Br-].[Br-].[Br-],,2320,,,AIE,other,10.1016/j.cclet.2019.08.037
1886,4TPA-BQ,,C%14(N(C%12=CC=C(C8=C(C3=CC=C(N(C1=CC=CC=C1)C2=CC=CC=C2)C=C3)C%11=C(C7=C(C6=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C6)C=C(C)C=[N+]78)C=CC(N(C9=CC=CC=C9)C%10=CC=CC=C%10)=C%11)C=C%12)C%13=CC=CC=C%13)=CC=CC=C%14.[P-](F)(F)(F)(F)(F)F,"Angew.Chem.Int.Ed.,2020,59,9470-9477",1236,,594,AIE,other,10.1002/anie.201909706
1887,DPBTA-DPTQ,,CC(C=C1)=CC=C1N(C2=CC=C(C)C=C2)C(S3)=CC=C3C4=C(N=C(C5=CC=CC=C5)C(C6=CC=CC=C6)=N7)C7=C(C8=CC=C(N(C9=CC=C(C)C=C9)C%10=CC=C(C)C=C%10)S8)C%11=NSN=C%114,"Angew.Chem.Int.Ed.2021,60,26769每26776",895,,,AIE,other,10.1002/anie.202111767
1888,IDT-TPE,,CCCCCCC1(CCCCCC)C2=C(SC(C3=C(C(C=C4)=CC=C4/C(C5=CC=CC=C5)=C(C6=CC=CC=C6)/C7=CC=CC=C7)C=C(/C=C8/C(C(C=CC=C9)=C9C8=O)=C(C#N)C#N)S3)=C2)C%10=CC%11=C(C(SC(C%12=C(C(C=C%13)=CC=C%13/C(C%14=CC=CC=C%14)=C(C%15=CC=CC=C%15)/C%16=CC=CC=C%16)C=C(/C=C%17/C(C(C=CC=C%18)=C%18C%17=O)=C(C#N)C#N)S%12)=C%19)=C%19C%11(CCCCCC)CCCCCC)C=C%101,"Small2021,17,2102044",1836.719,,850,AIE,other,10.1002/smll.202102044
1889,BTCV-PN,,CCN(CC)c5ccc(/C=C(C#N)/c2nc1ccccc1s2)c(OP(=O)(c3ccccc3)c4ccccc4)c5,"Sensorsandactuators.B,Chemical,2021,5ㄛ329",549,,620,AIE,other,10.1016/j.snb.2020.129223
1890,TTBSCH,,O=S(C(C=C1)=CC=C1C(S2)=CC=C2C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)(NC(NC6CCCCC6)=O)=O,"Chem.Sci.,2021,12,13949每13957",607,,550,AIE,other,10.1039/d1sc03932f
1891,TTVP,,C[N+](C)(C)CCC[N+]1=CC=C(/C=C/C(S2)=CC=C2C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)C=C1.[Br-].[Br-],ChemSci.2018Apr21;9(15):3685每3693,691,,720,AIE,other,10.1039/c7sc04963c
1892,TCFPB-HNO,,CCN(CC)c5ccc(/C=C/C1=C(C#N)/C(=C(C#N)/C#N)OC1(C)C)c(OC(=O)c2ccccc2P(c3ccccc3)c4ccccc4)c5,"Mater.Chem.Front.,2021,5,1817",663,,670,AIE,other,10.1039/d0qm00995d
1893,TFVP,,C[N+](C)(C)CCC[N+]1=CC=C(/C=C/C(O2)=CC=C2C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)C=C1.[Br-].[Br-],"Angew.Chem.Int.Ed.2020,59,9610每9616",675,,670,AIE,other,10.1002/anie.202000740
